time_s,fx,fy,fz,tx,ty,tz,fz_filtered,slope_dFz_dt
0.000756800000090152,0.18,-0.12,0.14,0.012,0.0,0.008,0.14,0.0
0.0013919000048190355,0.18,-0.12,0.14,0.012,0.0,0.008,0.14,0.0
0.002393700007814914,0.18,-0.12,0.14,0.012,0.0,0.008,0.14,0.0
0.003479999999399297,0.18,-0.12,0.14,0.012,0.0,0.008,0.14,0.0
0.004477300011785701,0.18,-0.12,0.14,0.012,0.0,0.008,0.14,0.0
0.006113700001151301,-0.04,0.26,-0.32,-0.013,0.012,0.002,0.0981818181818182,-25.554987833013794
0.0061412000068230554,-0.04,0.26,-0.32,-0.013,0.012,0.002,0.06016528925619836,-1382.4189485410539
0.007886899998993613,-0.04,0.26,-0.32,-0.013,0.012,0.002,0.02560480841472578,-19.797491548648622
0.008543600008124486,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.0058138105320674725,-47.84318335608837
0.009541899999021553,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.03437619139278861,-28.6110198549187
0.01054090000980068,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.06034199217526237,-25.99179229459952
0.011576400007470511,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.08394726561387489,-22.796014960628767
0.01260550000006333,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.10540660510352262,-20.852530992232246
0.01367440000467468,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.12491509554865693,-18.250996689093988
0.014581000010366552,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.1426500868624154,-19.562090450489272
0.015219699998851866,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.15877280623855944,-25.243024372646847
0.01622000000497792,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.17342982385323585,-14.65262173839215
0.017264599999180064,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.18675438532112348,-12.755659144019816
0.018379200002527796,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.19886762301920316,-10.867789037948349
0.01933360000839457,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.20987965729018468,-11.538174982491261
0.020523200000752695,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.2198905975365315,-8.415383583268435
0.021822599999723025,-0.04,0.26,-0.32,-0.013,0.012,0.002,-0.22899145230593773,-7.00389008513
0.02234770001086872,-0.18,0.14,0.6,0.024,-0.006,0.006,-0.15362859300539794,143.52096305636786
0.023365200002444908,-0.18,0.14,0.6,0.024,-0.006,0.006,-0.08511690273217995,67.33335709132342
0.02462970001215581,-0.18,0.14,0.6,0.024,-0.006,0.006,-0.022833547938345404,49.255321720459484
0.030307799999718554,-0.18,0.14,0.6,0.024,-0.006,0.006,0.033787683692413265,9.97186237558008
0.030319500001496635,-0.18,0.14,0.6,0.024,-0.006,0.006,0.08526153062946659,4399.473428584013
0.0319045000069309,-0.18,0.14,0.6,0.024,-0.006,0.006,0.13205593693587872,29.52328463468436
0.03241860000707675,-0.18,0.14,0.6,0.024,-0.006,0.006,0.17459630630534428,82.74726581870702
0.03342720000364352,-0.18,0.14,0.6,0.024,-0.006,0.006,0.21326936936849478,38.343310722577634
0.03459000001021195,-0.18,0.14,0.6,0.024,-0.006,0.006,0.2484266994259043,30.235061798084445
0.0356480000045849,-0.18,0.14,0.6,0.024,-0.006,0.006,0.2803879085690039,30.209082526547878
0.09147060000395868,-0.18,0.14,0.6,0.024,-0.006,0.006,0.30944355324454903,0.5204996663693747
0.09149180000531487,-0.18,0.14,0.6,0.024,-0.006,0.006,0.33585777567686276,1245.9538086113785
0.09275180000986438,0.5,0.02,0.22,0.006,-0.036,0.008,0.3253252506153298,-8.359146844049945
0.0936985000007553,0.5,0.02,0.22,0.006,-0.036,0.008,0.315750227832118,-10.114104653366436
0.09453339999890886,0.5,0.02,0.22,0.006,-0.036,0.008,0.3070456616655618,-10.425878770879079
0.09587830000964459,0.5,0.02,0.22,0.006,-0.036,0.008,0.29913241969596527,-5.883888695389026
0.09662450000178069,0.5,0.02,0.22,0.006,-0.036,0.008,0.29193856335996843,-9.640654532042346
0.0977370000036899,0.5,0.02,0.22,0.006,-0.036,0.008,0.2853986939636077,-5.878534278775182
0.09874690001015551,0.14,-0.26,-0.52,-0.009,-0.005,0.002,0.21218063087600694,-72.50030955425461
0.09995220000564586,0.14,-0.26,-0.52,-0.009,-0.005,0.002,0.14561875534182447,-55.224322395440836
0.10095440001168754,0.14,-0.26,-0.52,-0.009,-0.005,0.002,0.0851079594016586,-60.37796405446197
0.10238640000170562,0.14,-0.26,-0.52,-0.009,-0.005,0.002,0.03009814491059872,-38.414675191698265
0.10289750000811182,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.01991077735400117,-97.8456694145596
0.10390120001102332,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.06537343395818289,-45.295064732793776
0.10517530000652187,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.10670312178016628,-32.43833919472812
0.10569039999973029,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.14427556525469662,-72.94203838074509
0.10670040000695735,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.1784323320497242,-33.81858074318669
0.10780399999930523,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.209483938227022,-28.13664950398947
0.10881350000272505,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.23771267111547453,-27.963083499577934
0.10999280000396539,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.2633751555595223,-21.760777085607643
0.11101240001153201,0.14,-0.26,-0.52,-0.009,-0.005,0.002,-0.286704686872293,-22.88106231820158
