time_s,fx,fy,fz,tx,ty,tz,fz_filtered,slope_dFz_dt
4.700000863522291e-05,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.0015302999963751063,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.0027147000073455274,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.0032746000069892034,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.0043009000073652714,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.006032799996319227,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.0060431000019889325,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.007065199999487959,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.008076800004346296,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.009237400008714758,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.01048820000141859,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.011075300004449673,0.12,0.18,-0.2,0.003,-0.014,0.003,-0.2,0.0
0.012091299999156035,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.2109677419354839,-1.1696928465609153
0.013206700008595362,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.22158168574401668,-2.1729227193168223
0.018786500004353,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.23185324426840326,-3.335732611759527
0.01880180000443943,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.24179346219522896,-4.369689914046967
0.020470900009968318,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.25141302793086673,-5.150212656579263
0.021086599997943267,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.26072228509438716,-5.531171074406778
0.02201880000939127,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.2697312436397295,-5.919264834415566
0.023006000003078952,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.278449590619093,-5.80326195821023
0.024017300005652942,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.28688670059912225,-10.521040054493055
0.08518700000422541,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.29505164574108605,0.0
0.08520870000938885,0.44,0.02,-0.54,-0.018,-0.011,0.003,-0.3029532055558897,-364.1270937629389
0.08680930000264198,-0.2,0.06,-0.68,-0.02,0.012,0.006,-0.31511600537666745,-12.367847904311827
0.08745449999696575,-0.2,0.06,-0.68,-0.02,0.012,0.006,-0.32688645681612977,-14.03960801630275
0.08827560000645462,-0.2,0.06,-0.68,-0.02,0.012,0.006,-0.33827721627367396,-13.995198634135084
0.08928290000767447,-0.2,0.06,-0.68,-0.02,0.012,0.006,-0.349300531877749,-13.244680312258907
0.09031100000720471,-0.2,0.06,-0.68,-0.02,0.012,0.006,-0.3599682566558861,-12.669127805826486
0.09130060000461526,-0.2,0.06,-0.68,-0.02,0.012,0.006,-0.3702918612798898,-12.307022954397706
0.0923497000039788,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.3493147044644095,-7.575782697194037
0.09331240000028629,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.3290142301268479,-4.179804612970019
0.09435719999601133,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.3093686098001754,-1.5612488355666783
0.09536340000340715,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.29035671916146005,2.8944349742220283
0.09635410000919364,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.271958115317542,4.521612818445788
0.09738050001033116,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.2541530148234277,7.327568194113045
0.09856900000886526,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.23692227240976876,12.101771406033706
0.099599399996805,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.22024736039655043,15.042515009665111
0.10082049999618903,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.20411034877085527,17.45622460909513
0.10134590000961907,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.1884938859072793,17.876527695727265
0.10235430000466295,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.1733811799102703,17.21242771333953
0.10346620000200346,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.1587559805583261,16.534485579401967
0.10447120000026189,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.14460256183063816,16.003223322993065
0.10559230000944808,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.13090570499739176,15.268386732942064
0.1065941999986535,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.11765068225554043,14.815148392165327
0.10795230000803713,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.10482324089245848,14.078099552286382
0.1084880999987945,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.0924095879604437,14.56913274349965
0.10949660000915173,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.08039637544559068,14.130358563684279
0.11072579999745358,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.06877068591508775,13.663358286825186
0.11125699999684002,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.05752001862750428,13.214866911709949
0.11226770000939723,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.04663227609113317,12.785613791293237
0.11326800000097137,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.03609575105593533,12.514051451295316
0.11427099999855272,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.025899113925098707,12.11284392806407
0.11551160000090022,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.016031400572676168,11.580888220308637
0.11651849999907427,0.3,0.2,0.28,-0.014,-0.015,0.006,-0.006482000554202743,11.201664771986371
0.11779830000887159,0.3,0.2,0.28,-0.014,-0.015,0.006,0.0027593543023844433,10.926528050550997
0.1183242999977665,0.3,0.2,0.28,-0.014,-0.015,0.006,0.011702600937791397,10.584594549634614
0.11933010000211652,0.3,0.2,0.28,-0.014,-0.015,0.006,0.02035735574624974,10.24596850194976
0.12042940000537783,0.3,0.2,0.28,-0.014,-0.015,0.006,0.028732924915725554,10.048189409207813
