time_s,fx,fy,fz,tx,ty,tz,fz_filtered,slope_dFz_dt
0.0006570999994437443,0.3,0.1,0.66,0.022,0.0,0.001,0.66,0.0
0.0014401999997062376,0.3,0.1,0.66,0.022,0.0,0.001,0.66,0.0
0.0024627000002510613,0.3,0.1,0.66,0.022,0.0,0.001,0.66,0.0
0.0034863000000768807,0.3,0.1,0.66,0.022,0.0,0.001,0.66,0.0
0.004526000000623753,0.06,0.0,0.36,0.013,-0.023,0.006,0.6503225806451614,-2.501336129620068
0.005589999998846906,0.06,0.0,0.36,0.013,-0.023,0.006,0.6409573361082207,-3.860338521778939
0.006667199999355944,0.06,0.0,0.36,0.013,-0.023,0.006,0.631894196233762,-4.676428639564841
0.0070292000000335975,0.06,0.0,0.36,0.013,-0.023,0.006,0.6231234157100922,-5.787194847302179
0.008059899999352638,0.06,0.0,0.36,0.013,-0.023,0.006,0.6146355635904118,-6.128010537924367
0.009235800000169547,0.06,0.0,0.36,0.013,-0.023,0.006,0.6064215131520114,-6.245525177877252
0.010244699999020668,0.06,0.0,0.36,0.013,-0.023,0.006,0.5984724320825917,-6.4174108139809105
0.011424500000430271,0.06,0.0,0.36,0.013,-0.023,0.006,0.5907797729831533,-6.932907365746928
0.012866400000348222,0.06,0.0,0.36,0.013,-0.023,0.006,0.5833352641772451,-8.173125640508864
0.013410699999440112,0.06,0.0,0.36,0.013,-0.023,0.006,0.5761309008166888,-8.450797951381686
0.014473799999905168,0.06,0.0,0.36,0.013,-0.023,0.006,0.569158936274215,-8.158954178492658
0.015665400000216323,0.06,0.0,0.36,0.013,-0.023,0.006,0.5624118738137565,-7.721802406410375
0.016085899998870445,0.06,0.0,0.36,0.013,-0.023,0.006,0.5558824585294417,-8.070300328945434
0.01755550000052608,0.06,0.0,0.36,0.013,-0.023,0.006,0.549563669544621,-6.852847006797823
0.018108299998857547,0.06,0.0,0.36,0.013,-0.023,0.006,0.5434487124625365,-7.097526142438651
0.01912110000012035,0.06,0.0,0.36,0.013,-0.023,0.006,0.5375310120605191,-6.968984359790311
0.020489000000452506,0.72,0.44,-0.66,0.003,-0.02,0.009,0.49890097941340555,-10.136112700041082
0.02142210000056366,0.72,0.44,-0.66,0.003,-0.02,0.009,0.4615170768516828,-12.929372662413567
0.022449500000220723,0.72,0.44,-0.66,0.003,-0.02,0.009,0.42533910663066077,-16.486956991859255
0.023601400000188733,0.72,0.44,-0.66,0.003,-0.02,0.009,0.39032816770709106,-19.59230997869848
0.024529700000130106,0.72,0.44,-0.66,0.003,-0.02,0.009,0.35644661391008814,-23.235366572168317
0.025531100000080187,0.72,0.44,-0.66,0.003,-0.02,0.009,0.3236580134613756,-24.20039737227722
0.026025199998912285,0.72,0.44,-0.66,0.003,-0.02,0.009,0.29192710980133124,-26.556734249594978
0.0270474999997532,0.72,0.44,-0.66,0.003,-0.02,0.009,0.26121978367870763,-30.37756909917737
0.028093499999158666,0.72,0.44,-0.66,0.003,-0.02,0.009,0.23150301646326543,-31.240805991854323
0.029104400000505848,0.72,0.44,-0.66,0.003,-0.02,0.009,0.20274485464186978,-33.534618553556626
0.03016849999949045,0.72,0.44,-0.66,0.003,-0.02,0.009,0.17491437545987398,-33.47141939002355
0.03133659999912197,0.72,0.44,-0.66,0.003,-0.02,0.009,0.1479816536708458,-31.623926897617515
