time_s,fx,fy,fz,tx,ty,tz,fz_filtered,slope_dFz_dt
0.000525999999808846,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3,0.0
0.0014143999997031642,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.30000000000000004,-6.248441156895689e-14
0.0025480000003881287,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000001,-5.490717231983624e-14
0.003419200000280398,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.30000000000000016,-5.756029782477216e-14
0.004447200000868179,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-5.6626697150118535e-14
0.005435900000520633,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-4.522385484283622e-14
0.006698099999994156,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-3.597553586597182e-14
0.007818199999746867,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-3.0449604361772653e-14
0.008337200000823941,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-2.8426439586257654e-14
0.009421099999599392,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-2.496257545505501e-14
0.010492100000192295,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-2.227998965658463e-14
0.011373299999831943,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-1.6722073089560094e-14
0.012386099999275757,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,-1.128493331792406e-14
0.013443399999232497,-0.2,0.28,-0.3,-0.002,0.001,-0.003,-0.3000000000000002,0.0
0.014414999999644351,-0.3,-0.24,0.02,-0.03,0.017,-0.012,-0.28967741935483887,1.035592673050094
0.01558370000020659,-0.3,-0.24,0.02,-0.03,0.017,-0.012,-0.2796878251821021,2.2859654741843523
0.016545899999982794,-0.3,-0.24,0.02,-0.03,0.017,-0.012,-0.2700204759826794,3.044286441373239
0.024722699999983888,-0.3,-0.24,0.02,-0.03,0.017,-0.012,-0.26066497675743167,2.0815021802313165
0.02473880000070494,-0.3,-0.24,0.02,-0.03,0.017,-0.012,-0.25161126782977256,3.0667668677350584
0.026347200000600424,-0.3,-0.24,0.02,-0.03,0.017,-0.012,-0.24284961402881217,2.7721691971631395
0.027458200000182842,-0.3,-0.24,0.02,-0.03,0.017,-0.012,-0.23437059422143114,9.612276561538339
0.027989899999738554,0.64,0.1,-0.28,-0.01,-0.016,0.016,-0.23584251053686886,7.597473745845593
0.02902680000079272,0.64,0.1,-0.28,-0.01,-0.016,0.016,-0.23726694568084084,5.436219203130469
0.030168900000717258,0.64,0.1,-0.28,-0.01,-0.016,0.016,-0.23864543130403953,4.043102612909376
0.1070529999997234,0.64,0.1,-0.28,-0.01,-0.016,0.016,-0.23997944964907053,0.0
0.10708519999934651,0.64,0.1,-0.28,-0.01,-0.016,0.016,-0.2412704351442618,-40.09271771122775
0.10814679999930377,0.86,0.24,-0.56,0.0,-0.034,0.011,-0.2515520340105759,-10.58016489846877
0.10913090000030934,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.233114871623138,3.3036132749395155
0.11014740000064194,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.2152724564094884,7.98442128756726
0.11114389999966079,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.19800560297692427,10.26029643178485
0.11219359999995504,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.18129574481637833,11.415730620948493
0.11326399999961723,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.16512491433843066,12.051929691180074
0.11423459999969054,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.14947572355332,12.602167496959527
0.11524169999938749,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.13433134537418065,12.901694320126959
0.11626290000094741,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.11967549552340065,13.062460407787407
0.11753160000080243,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.10549241502264578,15.563423723958511
0.11828670000068087,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.09176685324772171,15.43808497014795
0.11966869999923802,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.07848405153005328,14.366568105154197
0.12033420000079786,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.06562972728714833,14.40386882619693
0.12143040000046312,0.22,-0.02,0.32,0.024,0.004,-0.004,-0.053190058664982255,13.869054883114224
0.12236230000053183,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.06437747612740219,11.07321567775308
0.12335429999984626,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.0752040091555505,8.144096230852037
0.12446529999942868,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.08568129918279081,5.274518213189275
0.125445600000603,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.09582061211237822,2.597807116852029
0.12644619999991846,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.10563285043133376,-0.01575341672109865
0.1274639000002935,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.11512856493354881,-0.9701831309361152
0.12854180000067572,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.12431796606472466,-5.16549058697016
0.1295458000004146,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.13321093490134644,-5.540784578952724
0.13055879999956232,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.14181703377549656,-9.708927645508535
0.1315733999999793,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.15014551655693217,-9.311378709890763
0.13281819999974687,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.15820533860348276,-8.770309222287217
0.1338132000000769,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.1660051663904672,-8.592717851293486
0.1343966000004002,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.1735533868294844,-8.847994485928073
0.13539680000030785,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.18085811628659781,-8.545452224529893
0.13642339999933029,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.1879272093096108,-8.248241879798787
0.137695999999778,0.26,-0.5,-0.4,-0.036,0.0,0.0,-0.19476826707381692,-7.695953880841702
0.13907810000091558,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.20913058103917764,-7.964462525711649
0.13911709999956656,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.22302959455404286,-9.38416512497305
0.14113949999955366,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.236480252794235,-9.025071475433483
0.1411537000003591,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.2494970188331307,-10.37039573627756
0.14257100000031642,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.2620938891933523,-10.652176870622036
0.14359089999925345,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.27428440889679256,-11.074101528523514
0.14464640000005602,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.28608168602915407,-11.376012989255868
0.1456787000006443,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.29749840583466525,-11.838751473155709
0.1461884000000282,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.30854684435612767,-12.352241171315528
0.14721599999938917,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.3192388816349623,-13.074644387208943
0.14833480000015697,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.3295860144854474,-13.012783546635557
0.1495613000006415,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.3395993688568846,-12.244308348491987
0.15039489999981015,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.3492897117969851,-12.188501739484398
0.15175640000052226,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.3586674630293404,-10.513812554033995
0.1525232000003598,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.36774270615742616,-10.61562438090205
0.15408759999991162,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.3765251995071866,-9.579662911432429
0.1547759999994014,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.385024386619858,-9.621094258422938
0.15599219999967318,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.3932494064063142,-8.639768462560824
0.15662139999949432,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4012091029738524,-8.715229691238413
0.1604009999991831,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.40891203513598623,-5.812249510032774
0.16042990000096324,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4163664856154705,-6.652334419000009
0.16333330000088608,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.42358046995045534,-5.089422157144323
0.1633495000005496,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4305617451133439,-5.834282987554944
0.1664254000006622,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4373178178516231,-3.6830594526182487
0.16644930000074964,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.44385595275963524,-4.339365457558124
0.16890029999922263,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4501831800899696,-4.855828709869226
0.1689208999996481,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4563063033128738,-5.562772822955782
0.17005729999982577,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.46223190643181333,-5.521770377088377
0.17104900000049383,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4679663610630452,-5.752671969470861
0.17203049999989162,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4735158332868179,-5.741544789365811
0.17307050000090385,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4788862902775657,-5.679848449966052
0.1741013999999268,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4840835067202249,-6.092455559286365
0.17510829999991984,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.48911307101957247,-5.965202083679148
0.17614270000012766,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.4939803913092637,-5.831102617060037
0.17768149999938032,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.49869070126702936,-5.524019630140372
0.17877000000044063,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.5032490657422864,-5.376646265415165
0.1880686999993486,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.5076603862022128,-0.4744018476178792
0.18808809999973164,-0.66,-0.32,-0.64,-0.018,0.017,-0.012,-0.5119294060021414,-0.9315568904085003
0.18966270000055374,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.4960607154859434,7.27708325439118
0.190264599999864,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.4807039182122033,12.275817652754027
0.19131070000003092,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.4658425014956807,12.898792318855985
0.19238559999939753,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.4514604853184007,13.018578350940539
0.19466970000030415,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.43754240514683945,10.622327078506785
0.1946860000007291,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.42407329530339305,12.63160063490877
0.19853320000038366,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.4110386728742514,9.584808366306545
0.1985449999992852,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.39842452213637236,10.99221973627495
0.1997627000000648,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.386217279486812,9.9479515611958
0.20158980000087467,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.3744038188582052,8.371902658333045
0.2016008000009606,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.36297143760471473,9.602509733774271
0.20289650000086112,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.35190784284327237,10.409218930540353
0.2043453000005684,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.3412011382354249,9.95713618884446
0.2049038000004657,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.33083981119557254,12.588902407566938
0.20990010000059556,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.32081272051184445,6.4487561638160695
0.20991519999915909,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.31110908436630114,7.602605821335549
0.21478299999944284,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.30171846874158176,2.9477429809099873
0.21479370000088238,0.22,-0.08,-0.02,0.0,-0.009,0.0,-0.2926307762015308,3.8634399733497786
0.21632950000093842,-0.38,0.18,0.74,0.025,0.02,0.009,-0.2593201060014814,9.564285082135775
0.2169114999996964,0.12,0.18,0.28,0.011,-0.015,0.009,-0.2419226832272401,11.251681161354583
0.21893380000074103,0.12,0.18,0.28,0.011,-0.015,0.009,-0.2250864676392646,10.596572043685129
0.21895600000061677,0.12,0.18,0.28,0.011,-0.015,0.009,-0.2087933557799335,12.369766089692751
0.22043909999956668,0.12,0.18,0.28,0.011,-0.015,0.009,-0.1930258281741292,19.216888061574707
0.22173339999972086,0.12,0.18,0.28,0.011,-0.015,0.009,-0.17776693049109277,17.833727302821536
0.2237000999994052,0.12,0.18,0.28,0.011,-0.015,0.009,-0.16300025531396076,15.556426801113178
0.22371080000084476,0.12,0.18,0.28,0.011,-0.015,0.009,-0.14870992449738138,17.138437713677913
0.2259102999996685,0.12,0.18,0.28,0.011,-0.015,0.009,-0.13488057209424004,12.988428307003147
0.22593260000030568,0.12,0.18,0.28,0.011,-0.015,0.009,-0.12149732783313552,14.351904924183538
0.2274070000003121,0.12,0.18,0.28,0.011,-0.015,0.009,-0.10854580112884082,13.754032303772266
0.2284220000001369,0.12,0.18,0.28,0.011,-0.015,0.009,-0.09601206560855564,13.603676359997397
0.22943060000034166,0.12,0.18,0.28,0.011,-0.015,0.009,-0.08388264413731192,12.138484571807844
0.2304385999996157,0.12,0.18,0.28,0.011,-0.015,0.009,-0.07214449432643089,12.088737821601663
0.23144940000020142,0.12,0.18,0.28,0.011,-0.015,0.009,-0.06078499450944924,12.040133385740788
0.23245010000027833,0.08,-0.32,0.36,-0.016,0.018,0.006,-0.04721128500914443,13.233025176372843
0.23298969999996189,0.08,-0.32,0.36,-0.016,0.018,0.006,-0.03407543710562364,13.878403612707906
0.23450919999959297,0.08,-0.32,0.36,-0.016,0.018,0.006,-0.02136332623124869,13.201368298734542
0.235044499999276,0.08,-0.32,0.36,-0.016,0.018,0.006,-0.009061283449595506,13.77452745178021
0.2360556000003271,0.08,-0.32,0.36,-0.016,0.018,0.006,0.002843919242326928,12.879508865131308
0.23705519999930402,0.08,-0.32,0.36,-0.016,0.018,0.006,0.014365083137735737,12.739255434114016
0.23807830000077956,0.08,-0.32,0.36,-0.016,0.018,0.006,0.02551459658490555,12.585220238121558
0.23918810000031954,0.08,-0.32,0.36,-0.016,0.018,0.006,0.036304448307973115,12.317406348507044
0.24008800000046904,0.08,-0.32,0.36,-0.016,0.018,0.006,0.0467462402980385,12.321049455298283
