time_s,fx,fy,fz,tx,ty,tz,fz_filtered,slope_dFz_dt
0.00045629998203366995,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.001770899980328977,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.002840100001776591,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.0036751999869011343,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.004307499999413267,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.005423599999630824,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.006321299995761365,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.0077813999960199,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.008329799980856478,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.009349500003736466,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.010689899994758889,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.011980899987975135,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.012070400000084192,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.01334169998881407,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.014314500003820285,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.015884899999946356,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.01669160000164993,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.017458399990573525,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.01845929998671636,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.02141960000153631,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.021449699997901917,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.024050399981206283,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.024066899990430102,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.02533549998770468,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.026843999978154898,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.02748089999658987,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.028558999998494983,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.03434759998344816,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.034367799991741776,0.6,0.54,0.42,0.005,0.002,0.008,0.42,0.0
0.03678379999473691,0.48,0.54,0.32,0.029,-0.004,0.003,0.4167741935483871,-0.3245343413581238
0.036806899996008724,0.48,0.54,0.32,0.029,-0.004,0.003,0.4136524453694069,-0.6371191740575631
0.03812909999396652,0.48,0.54,0.32,0.029,-0.004,0.003,0.4106313987445873,-0.9789449702558786
0.039602599979843944,0.48,0.54,0.32,0.029,-0.004,0.003,0.4077078052366974,-2.3391426777798947
0.04022890000487678,0.48,0.54,0.32,0.029,-0.004,0.003,0.40487852119680395,-2.571111616156406
0.04125690000364557,0.48,0.54,0.32,0.029,-0.004,0.003,0.40214050438400384,-2.5848487638094895
0.1201930999814067,0.48,0.54,0.32,0.029,-0.004,0.003,0.3994908106941973,0.0
0.12023040000349283,0.48,0.54,0.32,0.029,-0.004,0.003,0.3969265909943845,-68.74579575024966
0.12153289999696426,0.56,0.54,-0.5,0.002,-0.016,0.019,0.36799347515585595,-23.508982812807123
0.12350459999288432,0.3,0.04,0.58,0.008,-0.002,-0.002,0.37483239531211865,-7.446297839834776
0.12351279999711551,0.3,0.04,0.58,0.008,-0.002,-0.002,0.38145070514075996,-5.43425775463796
0.12512379998224787,0.3,0.04,0.58,0.008,-0.002,-0.002,0.38785552110396126,-2.3597642501573928
0.12672279999242164,0.3,0.04,0.58,0.008,-0.002,-0.002,0.39405373010060774,-0.8326692779787355
0.12673359998734668,0.3,0.04,0.58,0.008,-0.002,-0.002,0.4000519968715559,0.08580172415701535
0.1280137999856379,0.3,0.04,0.58,0.008,-0.002,-0.002,0.4058567711660218,0.8139885775417024
0.12900139999692328,0.3,0.04,0.58,0.008,-0.002,-0.002,0.4114742946767953,1.3604763645071218
0.13050119997933507,0.3,0.04,0.58,0.008,-0.002,-0.002,0.4169106077517374,5.45444874636653
0.1312628999876324,0.3,0.04,0.58,0.008,-0.002,-0.002,0.4221715558887781,5.56814807655532
0.1322669999790378,0.3,0.04,0.58,0.008,-0.002,-0.002,0.42726279602139816,5.983566236662461
0.1337385999795515,0.3,0.04,0.58,0.008,-0.002,-0.002,0.4321898026013531,5.1462926024130695
0.13376129997777753,0.3,0.04,0.58,0.008,-0.002,-0.002,0.43695787348518045,5.684787543459585
0.13549059999058954,0.3,0.04,0.58,0.008,-0.002,-0.002,0.44157213563081976,5.419649802703227
