time_s,fx,fy,fz,tx,ty,tz,fz_filtered,slope_dFz_dt
0.0006640999927185476,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.0011692999978549778,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.002181499992730096,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.0031875999993644655,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.004251699996530078,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.005431400000816211,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.006423099999665283,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.007320899996557273,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.008339299994986504,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.009389400001964532,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.010354700003517792,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.011663700002827682,-0.44,-0.06,0.64,0.012,0.015,-0.006,0.64,0.0
0.012190900000859983,0.24,0.36,0.32,0.019,-0.021,0.011,0.6296774193548388,-1.1465330093906199
0.013256399994133972,0.24,0.36,0.32,0.019,-0.021,0.011,0.6196878251821021,-2.255730321199252
0.020259400000213645,0.24,0.36,0.32,0.019,-0.021,0.011,0.6100204759826795,-3.0267977856291957
0.020284999991417862,0.24,0.36,0.32,0.019,-0.021,0.011,0.6006649767574318,-3.9611112746339363
0.021994499998982064,0.24,0.36,0.32,0.019,-0.021,0.011,0.5916112678297728,-3.882874814594405
0.022616799993556924,0.24,0.36,0.32,0.019,-0.021,0.011,0.5828496140288124,-3.9355381346481626
0.02354870000272058,0.24,0.36,0.32,0.019,-0.021,0.011,0.5743705942214314,-10.83813630075626
0.02460879999853205,0.24,0.36,0.32,0.019,-0.021,0.011,0.5661650911820305,-10.083088430037401
0.02562279999256134,0.24,0.36,0.32,0.019,-0.021,0.011,0.5582242817890618,-9.65734315313395
0.08633950000512414,0.24,0.36,0.32,0.019,-0.021,0.011,0.5505396275378018,0.0
0.08636329999717418,0.24,0.36,0.32,0.019,-0.021,0.011,0.5431028653591631,-312.46910347707166
0.08790489999228157,-0.32,0.14,0.66,0.012,0.025,-0.002,0.5468737406701578,-2.341821194403355
0.08842869999352843,-0.32,0.14,0.66,0.012,0.025,-0.002,0.5505229748420882,-0.007970848078705427
0.08943369999178685,-0.32,0.14,0.66,0.012,0.025,-0.002,0.554054491782666,1.1359525111546303
0.09052620000147726,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.5336011210799994,-4.045789397988144
0.09157910000067204,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.5138075365290317,-7.010476189018528
0.09256279999681283,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.49465245470551455,-8.980311556075623
0.09358679999422748,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.47611527874727216,-10.26925184585021
0.09455919999163598,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.4581760762070376,-11.236851890254957
0.09558939999260474,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.4408155576197138,-11.862189868711607
0.09656649999669753,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.4240150557610134,-14.184294454431878
0.09760939999250695,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.4077565055751743,-14.335332587124801
0.09858219999296125,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.3920224247501687,-17.711326120314492
0.09959220000018831,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.3767958949195181,-17.295965826469768
0.10065279999980703,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.36206054347050143,-16.72382744337994
0.10170640000433195,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.34780052593919497,-16.060624769845326
0.10273070000403095,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.3340005089734145,-15.542030164535023
0.10385159999714233,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.32064565384523985,-14.800312328386855
0.10484990000259131,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.30772160049539343,-14.372221476247628
0.10587050000322051,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.2952144520923162,-13.84357304153007
0.10688700000173412,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.28311076008933833,-13.435128197148801
0.10741440000128932,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.27139750976387583,-13.907087780638577
0.10842520000005607,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.26006210622310566,-13.40651411479694
0.10945380000339355,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.24909236086106998,-12.94957552698767
0.11052010000275914,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.23847647825264837,-12.524608067138841
0.11156059999484569,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.22820304347030487,-12.136701364293607
0.11269629999878816,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.21826100980997246,-11.613901744433978
0.11369769999873824,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.20863968691287657,-11.375668225409928
0.11485990000073798,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.1993287292705257,-10.66653200973041
0.11596189999545459,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.19031812510050872,-10.225196426741793
0.11710580000362825,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.18159818558113747,-9.26587739243723
0.11763369999243878,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.17315953443335882,-9.437212560311972
0.1186398999998346,-0.36,0.04,-0.08,-0.008,0.0,-0.002,0.16499309783873434,-9.1550563410934
0.11967339999682736,0.02,0.44,0.02,0.014,-0.007,0.008,0.16031590113425903,-8.539059920361089
0.12066570000024512,0.02,0.44,0.02,0.014,-0.007,0.008,0.15578958174283133,-7.953066049195667
0.12168880000535864,0.02,0.44,0.02,0.014,-0.007,0.008,0.15140927265435292,-7.434165927914762
0.12269750000268687,0.02,0.44,0.02,0.014,-0.007,0.008,0.14717026385905121,-6.830087671598916
0.12371889999485575,0.02,0.44,0.02,0.014,-0.007,0.008,0.1430679972829528,-6.350686536282776
0.12470949999988079,0.02,0.44,0.02,0.014,-0.007,0.008,0.13909806188672852,-6.11503689378644
0.12571710000338499,0.02,0.44,0.02,0.014,-0.007,0.008,0.1352561889226405,-5.6443677354750434
0.12672859999292996,0.02,0.44,0.02,0.014,-0.007,0.008,0.1315382473444908,-5.202221629079014
0.1297296999982791,0.02,0.44,0.02,0.014,-0.007,0.008,0.12794023936563625,-3.0725223282475427
0.12974340000073425,0.02,0.44,0.02,0.014,-0.007,0.008,0.12445829616029315,-3.451456380013657
0.13265929999761283,0.02,0.44,0.02,0.014,-0.007,0.008,0.1210886737035095,-2.618160389570795
0.1326727999985451,0.02,0.44,0.02,0.014,-0.007,0.008,0.11782774874533176,-2.9415170597277838
0.13578250000136904,0.02,0.44,0.02,0.014,-0.007,0.008,0.1146720149148372,-1.8628693064792723
0.135794599991641,0.02,0.44,0.02,0.014,-0.007,0.008,0.11161807894984245,-2.1972389584690575
0.13793399999849498,0.02,0.44,0.02,0.014,-0.007,0.008,0.10866265704823463,-2.349692516959932
0.1379441000026418,0.02,0.44,0.02,0.014,-0.007,0.008,0.10580257133700126,-2.6949829588135015
0.13955749999149702,-0.04,-0.1,-0.26,0.002,0.0,0.0,0.09400248839064637,-3.4532398907598876
0.1400835999957053,-0.04,-0.1,-0.26,0.002,0.0,0.0,0.08258305328127068,-5.186431102209247
0.141099899992696,-0.04,-0.1,-0.26,0.002,0.0,0.0,0.07153198704639098,-5.871227956067852
